airport_id,airport_code,airport_name,address,city,state,longitude,latitude
13676,NIB, Nikolai Airport,,Nikolai,AK,-154.36396,63.01745
13693,NKI, Naukiti Airport,,Naukiti,AK,-133.18333,55.85556
13698,NKV, Nichin Cove Seaplane Base,,Tuxekan Island,AK,-133.22783,55.84964
13704,NLG, Nelson Lagoon Airport,,Nelson Lagoon,AK,-161.16037,56.00754
13710,NME, Nightmute Airport,,Nightmute,AK,-164.68564,60.47033
13715,NNL, Nondalton Airport,,Nondalton,AK,-154.83917,59.97912
13767,NUI, Nuiqsut Airport,,Nuiqsut,AK,-151.00556,70.20995
13768,NUL, Nulato Airport,,Nulato,AK,-158.07422,64.72931
13770,NUP, Nunapitchuk Airport,,Nunapitchuk,AK,-162.43912,60.90583
13785,YUM, Yuma MCAS/Yuma International,2191 E 32nd St,Yuma,AZ,-114.60597,32.65658
16218,YUM, Yuma MCAS/Yuma International,2191 E 32nd St,Yuma,AZ,-114.60597,32.65658
13795,OAJ, Albert J Ellis,264 Albert J Ellis Airport Rd,Jacksonville (Richlands),NC,-77.61214,34.82916
13796,OAK, Metropolitan Oakland International,1 Airport Dr,Oakland,CA,-122.22072,37.72129
13806,OBU, Kobuk Airport,,Kobuk,AK,-156.86106,66.90917
13821,ODW, A.J. Eisenberg,1140 Monroe Landing Rd,Oak Harbor,WA,-122.6735,48.25149
13830,OGG, Kahului Airport,I Kahului Airport Rd,Kahului,HI,-156.43046,20.89865
13832,OGS, Ogdensburg International,5840 State Hwy 812,Ogdensburg,NY,-75.4655,44.68186
13851,OKC, Will Rogers World,7100 Terminal Dr,Oklahoma City,OK,-97.60073,35.39309
13862,OLF, L. M. Clayton,201 4th Ave S,Wolf Point,MT,-105.57505,48.09452
13863,OLH, Old Harbor Airport,,Old Harbor,AK,-153.26975,57.2181
13871,OMA, Eppley Airfield,4501 Abbott Dr,Omaha,NE,-95.89366,41.30219
13873,OME, Nome Airport,Seppala Dr & Airport Rd,Nome,AK,-165.44525,64.5122
13891,ONT, Ontario International,1940 E Moore Way,Ontario,CA,-117.60119,34.056
13894,OOK, Toksook Bay,,Toksook Bay,AK,-165.11369,60.53355
13930,ORD, Chicago O'Hare International,10000 W OHare,Chicago,IL,-87.90447,41.97958
13931,ORF, Norfolk International,2200 Norview Ave,Norfolk,VA,-76.20122,36.89461
13933,ORH, Worcester Regional,375 Airport Dr,Worcester,MA,-71.87571,42.26734
13934,ORI, Port Lions Airport,Airport Rd,Port Lions,AK,-152.8461,57.88538
13940,ORT, Northway Airport,,Northway,AK,-141.92914,62.96133
13942,ORV, Robert/Bob/Curtis Memorial,,Noorvik,AK,-161.02779,66.82853
13964,OTH, Southwest Oregon Regional,2348 Colorado,North Bend,OR,-124.24603,43.41714
13968,OTS, Anacortes Airport,4000 Airport Rd,Anacortes,WA,-122.6624,48.49899
13970,OTZ, Ralph Wien Memorial,1 Airport Way,Kotzebue,AK,-162.59855,66.88468
13983,OWB, Owensboro Daviess County Regional,2200 Airport Rd,Owensboro,KY,-87.16683,37.74011
13988,OXR, Oxnard,2889 W 5th St,Oxnard,CA,-119.20722,34.2008
14006,PAH, Barkley Regional,2901 Fisher Rd,Paducah,KY,-88.77375,37.06083
14027,PBI, Palm Beach International,1000 Turnage Blvd,West Palm Beach,FL,-80.09559,26.68316
14037,PCA, Portage Creek Airport,,Portage Creek,AK,-157.71411,58.90649
14046,PDB, Pedro Bay Airport,,Pedro Bay,AK,-154.12383,59.78961
14054,PDT, Eastern Oregon Regional at Pendleton,2016 Airport Rd,Pendleton,OR,-118.84144,45.69506
14057,PDX, Portland International,700 NE Airport Way,Portland,OR,-122.5975,45.58872
14062,PEC, Pelican Seaplane Base,,Pelican,AK,-136.23627,57.95517
14078,PFN, Bay County,3173 Airport Rd,Panama City,FL,-85.68281,30.21208
14081,PGA, Page Municipal,238 10th Ave,Page,AZ,-111.44836,36.92611
14088,PGM, Port Graham Airport,,Port Graham,AK,-151.83154,59.34826
14092,PGV, Pitt Greenville,1105 N Memorial Dr,Greenville,NC,-77.38532,35.63524
14098,PHF, Newport News/Williamsburg International,900 Bland Blvd,Newport News,VA,-76.49299,37.1319
14100,PHL, Philadelphia International,8000 Essington Ave,Philadelphia,PA,-75.24114,39.87195
14102,PHO, Point Hope Airport,,Point Hope,AK,-166.79935,68.34883
14107,PHX, Phoenix Sky Harbor International,3400 E Sky Harbor Blvd,Phoenix,AZ,-112.00806,33.43417
14108,PIA, General Downing - Peoria International,6100 W Dirksen Pkwy,Peoria,IL,-89.69331,40.66424
14109,PIB, Hattiesburg-Laurel Regional,1002 Terminal Dr,Laurel/Hattiesburg (Moselle),MS,-89.33706,31.46714
14112,PIE, St Pete Clearwater International,14700 Terminal Blvd,St Petersburg-Clearwater (Clearwater),FL,-82.68743,27.91062
14113,PIH, Pocatello Regional,1950 Airport Way,Pocatello,ID,-112.59592,42.90978
14119,PIP, Pilot Point Airport,,Pilot Point,AK,-157.56744,57.58038
14120,PIR, Pierre Regional,4001 Airport Rd,Pierre,SD,-100.28597,44.38268
14122,PIT, Pittsburgh International,1000 Airport Blvd,Pittsburgh,PA,-80.23287,40.49147
14125,PIZ, Point Lay LRRS,,Point Lay,AK,-163.00534,69.73288
14130,PKA, Napaskiak Airport,,Napakiak,AK,-161.77831,60.70292
14131,PKB, Mid-Ohio Valley Regional,102 Airport Rd,Parkersburg (Williamstown),WV,-81.4392,39.3451
14143,PLB, Clinton County,11 Airport Rd,Plattsburgh,NY,-73.52452,44.68752
14150,PLN, Pellston Regional Airport of Emmet County,US 31 N,Pellston,MI,-84.79672,45.57093
14167,PML, Port Moller Airport,,Port Moller,AK,-160.56079,56.00599
14180,PNC, Ponca City Regional,2213 N Waverly St,Ponca City,OK,-97.09977,36.73058
14193,PNS, Pensacola International,2430 Airport Blvd,Pensacola,FL,-87.18744,30.47331
14229,PPV, Port Protection Airport,,Port Protection,AK,-133.61008,56.3288
14231,PQI, Presque Isle International,650 Airport Dr,Presque Isle,ME,-68.0448,46.68896
14234,PQS, Pilot Station Airport,,Pilot Station,AK,-162.89956,61.93456
14237,PRC, Prescott Regional Ernest A Love Field,6546 Crystal Ln,Prescott,AZ,-112.41958,34.65447
14252,PSC, Tri Cities,3601 N 20th Ave,Pasco,WA,-119.11903,46.26468
14256,PSG, Petersburg James A Johnson,1504 Hougan Dr,Petersburg,AK,-132.94528,56.80165
14262,PSP, Palm Springs International,3400 Tahquitz Canyon Way,Palm Springs,CA,-116.5067,33.82967
14268,PTA, Port Alsworth Airport,,Port Alsworth,AK,-154.31887,60.20433
14273,PTH, Port Heiden Airport,,Port Heiden,AK,-158.63182,56.95943
14282,PTU, Platinum Airport,,Platinum,AK,-161.81967,59.01136
14288,PUB, Pueblo Memorial,31201 Bryan Circle,Pueblo,CO,-104.49657,38.28909
14303,PUW, Pullman Moscow Regional,3200 Airport Complex N,Pullman/Moscow ID,WA,-117.10958,46.74386
14306,PVC, Provincetown Municipal,Provincetown Airport,Provincetown,MA,-70.22138,42.072
14307,PVD, Theodore Francis Green State,200 Post Rd,Warwick,RI,-71.397,41.7624
14321,PWM, Portland International Jetport,1001 Westbrook St,Portland,ME,-70.30875,43.64617
14457,RAP, Rapid City Regional,4550 Terminal Rd,Rapid City,SD,-103.05736,44.04533
14474,RBY, Ruby Airport,,Ruby,AK,-155.46987,64.72721
14487,RDD, Redding Municipal,6751 Woodrum Circle,Redding,CA,-122.2934,40.50898
14489,RDM, Roberts Field,2522 SE Jesse Butler Circle,Redmond,OR,-121.14996,44.25407
14492,RDU, Raleigh-Durham International,2700 Terminal Blvd,Raleigh/Durham,NC,-78.78747,35.87764
14493,RDV, Red Devil Airport,,Red Devil,AK,-157.35031,61.78808
14512,RFD, Chicago/Rockford International,60 Airport Dr,Rockford,IL,-89.09721,42.19536
14520,RHI, Rhinelander/Oneida County,3375 Airport Rd,Rhinelander,WI,-89.46745,45.63119
14524,RIC, Richmond International,1 Richard E Byrd Terminal Dr,Richmond,VA,-77.31967,37.50517
14534,RIW, Riverton Regional,816 N Federal Blvd and,Riverton,WY,-108.45984,43.06424
14539,RKD, Knox County Regional,5 Airport Rd,Owls Head (Rockland),ME,-69.09925,44.06008
14543,RKS, Southwest Wyoming Regional,382 Hwy 370,Rock Springs,WY,-109.06519,41.59422
14559,RMP, Rampart Airport,,Rampart,AK,-150.14083,65.5079
14570,RNO, Reno/Tahoe International,2001 E Plumb Ln,Reno,NV,-119.76806,39.49858
14574,ROA, Roanoke Blacksburg Regional Woodrum Field,5202 Aviation Dr NW,Roanoke,VA,-79.97542,37.32547
14576,ROC, Greater Rochester International,1200 Brooks Ave,Rochester,NY,-77.67239,43.11886
14588,ROW, Roswell International Air Center,1 Jerry Smith Cir,Roswell,NM,-104.53056,33.30156
14627,RSH, Russian Mission Airport,,Russian Mission,AK,-161.31948,61.77968
14628,RSJ, Rosario Seaplane Base,1400 Rosario Rd,Rosario (Eastsound),WA,-122.86796,48.64566
14633,RST, Rochester International,7701 Helgeson Dr & SW,Rochester,MN,-92.499,43.90722
14635,RSW, Southwest Florida International,16000 Chamberlin Pkwy,Fort Myers,FL,-81.75517,26.53617
14648,RUT, Rutland - Southern Vermont Regional,1002 Airport Rd,Rutland (N Clarendon),VT,-72.94962,43.52991
14674,SAF, Santa Fe Municipal,121 Aviation Dr,Santa Fe,NM,-106.08814,35.61678
14679,SAN, San Diego International,3225 N Harbor Dr,San Diego,CA,-117.18966,32.73356
14683,SAT, San Antonio International,9800 Airport Blvd,SanAntonio,TX,-98.46978,29.53369
14685,SAV, Savannah/Hilton Head International,400 Airways Ave,Savannah,GA,-81.20214,32.12758
14689,SBA, Santa Barbara Municipal,500 Fowler Rd,Goleta,CA,-119.84037,34.42621
14696,SBN, South Bend International,4477 Progress Dr,South Bend,IN,-86.31725,41.70866
14698,SBP, San Luis County Regional,903-5 Airport Dr,San Luis Obispo,CA,-120.64187,35.23683
14704,SBY, Salisbury-Ocean City/Wicomico Regional,5845 Airport Terminal Rd,Salisbury,MD,-75.51029,38.34053
14709,SCC, Deadhorse Airport,419 James Dalton Hwy,Prudhoe Bay/Deadhorse,AK,-148.46516,70.19476
14711,SCE, University Park,1535 Fox Hill Rd,State College,PA,-77.84869,40.84928
14716,SCK, Stockton Metropolitan,5000 S Airport Way,Stockton,CA,-121.23831,37.89417
14718,SCM, Scammon Bay Airport,,Scammon Bay,AK,-165.57375,61.84454
14730,SDF, Louisville Muhammad Ali International,600 Terminal Dr,Louisville,KY,-85.736,38.17439
14738,SDP, Sand Point,Airport Rd,Sand Point,AK,-160.51769,55.31503
14745,SDY, Sidney Richland Regional,540 Airport Rd,Sidney,MT,-104.19255,47.70686
14747,SEA, Seattle/Tacoma International,17801 Intl Blvd,Seattle,WA,-122.30931,47.44898
14761,SFB, Orlando Sanford International,3200 Red Cleveland Blvd,Sanford,FL,-81.23749,28.77764
14771,SFO, San Francisco International,Intersection Rts 101/380,San Francisco,CA,-122.37489,37.61897
14783,SGF, Springfield-Branson National,5000 W Kearney,Springfield,MO,-93.38686,37.24433
14794,SGU, St George Regional,317 S Donlee Dr,St George,UT,-113.59306,37.09058
14797,SGY, Skagway Airport,,Skagway,AK,-135.31566,59.46006
14802,SHD, Shenandoah Valley Regional,77 Aviation Circle,Staunton/Waynesboro/Harrisonburg,VA,-78.89644,38.26384
14804,SHG, Shungnak Airport,,Shungnak,AK,-157.1624,66.88808
14805,SHH, Shishmaref Airport,,Shishmaref,AK,-166.08956,66.24957
14812,SHR, Sheridan County,908 W Brundage Ln,Sheridan,WY,-106.98028,44.76919
14814,SHV, Shreveport Regional,5103 Hollywood Ave,Shreveport,LA,-93.8256,32.44663
14816,SHX, Shageluk Airport,,Shageluk,AK,-159.56906,62.69512
14828,SIT, Sitka Rocky Gutierrez,605 Airport Rd,Sitka,AK,-135.36161,57.04714
14831,SJC, Norman Y. Mineta San Jose International,1661 Airport Blvd,San Jose,CA,-121.92901,37.36186
14842,SJT, San Angelo Regional/Mathis Field,8618 Terminal Dr,San Angelo,TX,-100.49631,31.35775
14856,SKK, Shaktoolik Airport,,Shaktoolik,AK,-161.22389,64.37111
14869,SLC, Salt Lake City International,776 N Terminal Dr,Salt Lake City,UT,-111.981,40.7859
14875,SLK, Adirondack Regional,96 Airport Rd,Saranac Lake,NY,-74.20619,44.38531
14877,SLN, Salina Regional,3237 Arnold Ave,Salina,KS,-97.6506,38.79148
14880,SLQ, Sleetmute Airport,,Sleetmute,AK,-157.16585,61.70051
14893,SMF, Sacramento International,6970 Airport Blvd,Sacramento,CA,-121.59078,38.69542
14895,SMK, St. Michael Airport,,St Michael,AK,-162.11037,63.49005
14897,SMN, Lemhi County,Airport Rd,Salmon,ID,-113.88133,45.12378
14905,SMX, Santa Maria Public/Capt. G. Allan Hancock Field,3217 Terminal Dr,Santa Maria,CA,-120.45744,34.89892
14908,SNA, John Wayne Airport-Orange County,18601 Airport Way,Santa Ana,CA,-117.86822,33.67567
14919,SNP, St. Paul Island,,St Paul Island,AK,-170.22044,57.16733
14942,SOV, Seldovia Airport,,Seldovia,AK,-151.70405,59.44244
14943,SOW, Show Low Regional,3150 E Airport Loop 100,Show Low,AZ,-110.00567,34.26547
14952,SPI, Abraham Lincoln Capital,1200 Capital Airport Dr,Springfield,IL,-89.67789,39.8441
14960,SPS, Sheppard AFB/Wichita Falls Municipal,4000 Armstrong Dr,Wichita Falls,TX,-98.49189,33.9888
14986,SRQ, Sarasota/Bradenton International,6000 Airport Circle,Sarasota/Bradenton,FL,-82.55439,27.39545
14987,SRV, Stony River Airport,,Stony River,AK,-156.58853,61.78975
15008,STC, St. Cloud Regional,1550 45th Ave SE Suite One,St Cloud,MN,-94.05988,45.54656
15012,STG, St. George Island Airport,,St George,AK,-169.66374,56.57735
15016,STL, St Louis Lambert International,10701 Lambert Int Blvd,St Louis,MO,-90.35999,38.74769
15041,SUN, Friedman Memorial,1616 Airport Way,Hailey,ID,-114.29583,43.50406
15048,SUX, Sioux Gateway Brig Gen Bud Day Field,2403 Aviation Blvd,Sioux City,IA,-96.38437,42.4026
15049,SVA, Savoonga Airport,,Savoonga,AK,-170.49264,63.68639
15051,SVC, Grant County,188 Airport Rd,Silver City (Hurley),NM,-108.15639,32.63655
15061,SVS, Stevens Village Airport,,Stevens Village,AK,-149.09592,66.00901
15070,SWF, New York Stewart International,1180 1st St,Newburgh (New Windsor),NY,-74.10484,41.50409
15085,SXP, Nunam Iqua,,Sheldon Point,AK,-164.84778,62.52056
15091,SYB, Seal Bay Airport,,Seal Bay,AK,-152.5,58.16667
15096,SYR, Syracuse Hancock International,1000 Col Eileen Collins Blvd,Syracuse,NY,-76.10631,43.11119
15124,TAL, Ralph M Calhoun Memorial,,Tanana,AK,-152.10939,65.1744
15138,TBN, Waynesville-St. Robert Regional Forney Field,Building 5017,Fort Leonard Wood,MO,-92.14074,37.74163
15160,TCT, Takotna Airport,,Takotna,AK,-156.06819,62.9927
15170,TEH, Tetlin Airport,,Tetlin,AK,-142.52193,63.13382
15177,TEX, Telluride Regional,1500 Last Dollar Rd,Telluride,CO,-107.90848,37.95376
15231,TKE, Tenakee Airport,,Tenakee Springs,AK,-135.21844,57.77966
15236,TKJ, Tok Junction,,Tok,AK,-143.00612,63.29548
15245,TLA, Teller Airport,,Teller,AK,-166.33931,65.24038
15249,TLH, Tallahassee International,3300 Capitol Circle SW,Tallahassee,FL,-84.35033,30.39653
15250,TLJ, Tatalina LRRS,,Takotna,AK,-155.97653,62.89437
15257,TLT, Tuluksak Airport,,Tuluksak,AK,-160.96947,61.09683
15278,TNC, Tin City LRRS,,Tin City,AK,-167.92166,65.56311
15282,TNK, Tununak Airport,,Tununak,AK,-165.27165,60.57555
15293,TOG, Togiak Airport,,Togiak Village,AK,-160.39693,59.05284
15295,TOL, Toledo Express,11013 Airport Hwy,Toledo (Swanton),OH,-83.80783,41.58681
15304,TPA, Tampa International,5503 W Spruce St,Tampa,FL,-82.53325,27.97547
15323,TRI, Tri Cities,2525 Hwy 75,Bristol/Johnson/Kingsport (Blountville),TN,-82.40742,36.47521
15342,TSM, Taos Regional,24662 US Hwy 64,Taos,NM,-105.67243,36.45819
15356,TTN, Trenton Mercer,1100 Terminal Circle Dr,Trenton (West Trenton),NJ,-74.81347,40.27669
15370,TUL, Tulsa International,7777 E Apache,Tulsa,OK,-95.88824,36.19837
15374,TUP, Tupelo Regional,2704 W Jackson St,Tupelo,MS,-88.7699,34.26811
15376,TUS, Tucson International,7005 S Plumber Ave,Tucson,AZ,-110.94103,32.11608
15380,TVC, Cherry Capital,727 Fly Dont Dr,Traverse City,MI,-85.58224,44.74144
15381,TVF, Thief River Falls Regional,Thief River Falls Airport,Thief River Falls,MN,-96.18336,48.0655
15385,TWA, Twin Hills Airport,,Twin Hills,AK,-160.27304,59.07562
15389,TWF, Joslin Field - Magic Valley Regional,492 Airport Loop,Twin Falls,ID,-114.48774,42.4818
15401,TXK, Texarkana Regional-Webb Field,201 Airport Dr,Texarkana,AR,-93.99103,33.45372
15411,TYR, Tyler Pounds Regional,700 Skyway Blvd,Tyler,TX,-95.40239,32.35414
15412,TYS, McGhee Tyson,3755 Alcoa Hwy,Knoxville (Alcoa),TN,-83.99286,35.81249
15444,UGB, Ugashik Bay,,Pilot Point,AK,-157.73987,57.42536
15446,UGI, Uganik Airport,,Uganik,AK,-153.5,57.88333
15454,UIN, Quincy Regional-Baldwin Field,1645 Hwy 104,Quincy,IL,-91.19457,39.94273
15478,UNK, Unalakleet Airport,,Unalakleet,AK,-160.79895,63.88836
15554,VAK, Chevak Airport,,Chevak,AK,-165.58373,61.53364
15569,VCT, Victoria Regional,609 Foster Field Dr,Victoria,TX,-96.91849,28.85256
15579,VDZ, Valdez Pioneer Field,300 Airport Rd,Valdez,AK,-146.24836,61.13395
15581,VEE, Venetie Airport,,Venetie,AK,-146.41378,67.02269
15582,VEL, Vernal Regional,825 S 500 E,Vernal,UT,-109.50992,40.44092
15589,VGT, North Las Vegas,2730 Airport Dr,North Las Vegas,NV,-115.19575,36.21167
15601,VIS, Visalia Municipal,9501 Airport Dr,Visalia,CA,-119.39289,36.31867
15607,VLD, Valdosta Regional,1750 Airport Rd,Valdosta,GA,-83.27672,30.7825
15624,VPS, Eglin AFB Destin Fort Walton Beach,1701 State Rd 85 N,Valparaiso (Eglin AFB),FL,-86.5254,30.48325
15709,WAA, Wales Airport,,Wales,AK,-168.09917,65.62394
15721,WBB, Stebbins Airport,,Stebbins,AK,-162.27799,63.51597
15725,WBQ, Beaver Airport,,Beaver,AK,-147.40122,66.36155
15734,WDG, Enid Woodring Regional,1026 S 66th St,Enid,OK,-97.79111,36.3792
15741,WFB, Ketchikan Waterfront Seaplane Base,,Ketchikan,AK,-131.67669,55.34993
15774,WKK, Aleknagik New,,Aleknagik,AK,-158.61767,59.28256
15785,WLK, Selawik Airport,,Selawik,AK,-159.98619,66.60003
15793,WMK, Meyers Chuck Seaplane Base,,Meyers Chuck,AK,-132.25502,55.73964
15794,WMO, White Mountain Airport,,White Mountain,AK,-163.41276,64.68919
15798,WNA, Napakiak Airport,,Napakiak,AK,-161.9785,60.69033
15841,WRG, Wrangell Airport,1 Airport Loop Rd,Wrangell,AK,-132.36982,56.48433
15843,WRL, Worland Municipal,1438 Airport Rd,Worland,WY,-107.95083,43.96571
15853,WSN, South Naknek 2,,South Naknek,AK,-157.00825,58.70344
15855,WST, Westerly State,56 Airport Rd,Westerly,RI,-71.80338,41.34962
15856,WSX, Westsound Airport,Westsound Marina,Westsound,WA,-122.95268,48.61788
15861,WTK, Noatak Airport,,Noatak,AK,-162.97528,67.56208
15862,WTL, Tuntutuliak Airport,,Tuntutuliak,AK,-162.66701,60.33535
15885,WWP, Whale Pass Airport,,North Whale Pass,AK,-133.12172,56.11631
15887,WWT, Newtok Airport,,Newtok,AK,-164.65621,60.92365
15897,WYS, Yellowstone,721 Yellowstone Airport Rd,West Yellowstone,MT,-111.11764,44.6884
15919,XNA, Northwest Arkansas Regional,1 Airport Blvd,Fayetteville (Bentonville),AR,-94.30681,36.28187
15991,YAK, Yakutat Airport,997 Airport Rd,Yakutat,AK,-139.66025,59.50331
16101,YKM, Yakima Air Terminal/McAllister Field,2400 W Washington Ave,YAKIMA,WA,-120.54406,46.56817
